"","loadingscomp1lag1"
"CP-HI01_AT",187.986869249775
"CP-HI01_BE",10.7818466688413
"CP-HI01_BG",8.71249584878996
"CP-HI01_CY",7.0015259445076
"CP-HI01_CZ",14.2111238416548
"CP-HI01_DE",186.972811949966
"CP-HI01_DK",9.02508879038015
"CP-HI01_EE",12.6047727633669
"CP-HI01_EL",8.17262461230701
"CP-HI01_ES",10.056221334568
"CP-HI01_FI",373.683424718513
"CP-HI01_FR",10.3210256901778
"CP-HI01_HR",11.2692366543121
"CP-HI01_HU",14.0724143050362
"CP-HI01_IE",810.752686659786
"CP-HI01_IT",10.3568534024554
"CP-HI01_LT",13.6660135359311
"CP-HI01_LU",7.94325758221546
"CP-HI01_LV",13.0851376830205
"CP-HI01_MT",106.531217682694
"CP-HI01_NL",9.81896587653665
"CP-HI01_PL",10.9680796499331
"CP-HI01_PT",16.3915314406639
"CP-HI01_RO",9.21439678890393
"CP-HI01_SE",11.1564172106756
"CP-HI01_SI",12.223195072863
"CP-HI01_SK",12.8246841175444
"CP-HI02_AT",1.76231571936763
"CP-HI02_BE",1.51432470970482
"CP-HI02_BG",-14.3246678956131
"CP-HI02_CY",6.70477349859727
"CP-HI02_CZ",-0.42592603902081
"CP-HI02_DE",2.4709873482081
"CP-HI02_DK",-0.375978453709202
"CP-HI02_EE",-0.0630500091606672
"CP-HI02_EL",-2.02867334068346
"CP-HI02_ES",9.47991579835469
"CP-HI02_FI",-0.293578251879337
"CP-HI02_FR",-0.97737687513716
"CP-HI02_HR",-14.3272784830651
"CP-HI02_HU",3.13404965075053
"CP-HI02_IE",4.23704410499843
"CP-HI02_IT",-1.50649616066908
"CP-HI02_LT",2.1463478676933
"CP-HI02_LU",1.40656158563456
"CP-HI02_LV",3.486518542377
"CP-HI02_MT",-313.531596826876
"CP-HI02_NL",-4.3600956379195
"CP-HI02_PL",3.96758323849119
"CP-HI02_PT",3.26544133750691
"CP-HI02_RO",1.13211352620655
"CP-HI02_SE",-0.468857760602232
"CP-HI02_SI",66.383558153093
"CP-HI02_SK",5.09786393475978
"CP-HI03_AT",6.84318699349031
"CP-HI03_BE",8.31025266589829
"CP-HI03_BG",19.1913117996761
"CP-HI03_CY",11.1498388957479
"CP-HI03_CZ",8.63585634209998
"CP-HI03_DE",8.96543446019472
"CP-HI03_DK",8.57232227138237
"CP-HI03_EE",9.04628484658015
"CP-HI03_EL",12.8182167201689
"CP-HI03_ES",-2.02787710743709
"CP-HI03_FI",15.7124934243013
"CP-HI03_FR",9.19536022746104
"CP-HI03_HR",10.7871283387835
"CP-HI03_HU",10.9792022609798
"CP-HI03_IE",4.96807484746948
"CP-HI03_IT",2.90565764508217
"CP-HI03_LT",8.13085302123329
"CP-HI03_LU",2.4184325133694
"CP-HI03_LV",4.42761769306215
"CP-HI03_MT",4.04227280234206
"CP-HI03_NL",18.006467898486
"CP-HI03_PL",8.3932100643988
"CP-HI03_PT",7.12386522892882
"CP-HI03_RO",2.67604270713879
"CP-HI03_SE",1.55454164529643
"CP-HI03_SI",6.3665533608172
"CP-HI03_SK",8.11320492309621
"CP-HI04_AT",178.01730139162
"CP-HI04_BE",-12.5582395849332
"CP-HI04_BG",122.176004158601
"CP-HI04_CY",342.973121523639
"CP-HI04_CZ",6.62268658370228
"CP-HI04_DE",227.94175616675
"CP-HI04_DK",163.943596952957
"CP-HI04_EE",261.253989245028
"CP-HI04_EL",383.274840326315
