"","loadingscomp2lag1"
"CP-HI04_SE",-46.6257252696456
"CP-HI04_SI",-45.8508471787816
"CP-HI04_SK",33.8907862501286
"CP-HI05_AT",8.72297777675174
"CP-HI05_BE",11.5401042864701
"CP-HI05_BG",12.8581970084022
"CP-HI05_CY",24.4407151605857
"CP-HI05_CZ",23.6204510375635
"CP-HI05_DE",34.6112343574777
"CP-HI05_DK",187.838824830832
"CP-HI05_EE",15.7739086754098
"CP-HI05_EL",25.1984497283064
"CP-HI05_ES",11.8516814596805
"CP-HI05_FI",27.8224471665538
"CP-HI05_FR",22.8643981212095
"CP-HI05_HR",38.7496737196709
"CP-HI05_HU",46.6519404411063
"CP-HI05_IE",3.55075293316521
"CP-HI05_IT",21.3508401978073
"CP-HI05_LT",10.9993320900485
"CP-HI05_LU",13.762925500926
"CP-HI05_LV",10.2673188979416
"CP-HI05_MT",12.0459348993651
"CP-HI05_NL",21.3882165403468
"CP-HI05_PL",23.5219228334135
"CP-HI05_PT",111.369350952402
"CP-HI05_RO",-6.51764566771423
"CP-HI05_SE",17.2099064291756
"CP-HI05_SI",9.21146061798111
"CP-HI05_SK",35.4411351192308
"CP-HI06_AT",2.09889867946495
"CP-HI06_BE",8.85803329018674
"CP-HI06_BG",24.3757365975893
"CP-HI06_CY",-14.265108878693
"CP-HI06_CZ",-59.0346719349772
"CP-HI06_DE",4.29342099461647
"CP-HI06_DK",3.02148494150715
"CP-HI06_EE",2.45283978123234
"CP-HI06_EL",93.5413500767763
"CP-HI06_ES",-38.5619360178964
"CP-HI06_FI",3.73126377178441
"CP-HI06_FR",-9.29960151401079
"CP-HI06_HR",64.8165760567868
"CP-HI06_HU",-0.352755117939877
"CP-HI06_IE",-36.4700461678771
"CP-HI06_IT",8.17639324096534
"CP-HI06_LT",-12.5841049063906
"CP-HI06_LU",-11.2910900890338
"CP-HI06_LV",5.22486376254713
"CP-HI06_MT",2.30032825577268
"CP-HI06_NL",2.63319922837977
"CP-HI06_PL",4.50857881230656
"CP-HI06_PT",-91.750304722052
"CP-HI06_RO",-98.2402327727481
"CP-HI06_SE",10.7871330775337
"CP-HI06_SI",10.7485730753751
"CP-HI06_SK",-4.88138373217924
"CP-HI07_AT",-116.209178889799
"CP-HI07_BE",-109.604484071847
"CP-HI07_BG",-61.9039249590123
"CP-HI07_CY",-58.5485737429485
"CP-HI07_CZ",-138.549837064015
"CP-HI07_DE",-80.6181752387814
"CP-HI07_DK",-35.8724944467221
"CP-HI07_EE",-50.2491444185765
"CP-HI07_EL",-49.4711149772894
"CP-HI07_ES",-243.934974195549
"CP-HI07_FI",-55.0768459068398
"CP-HI07_FR",-31.8869297142786
"CP-HI07_HR",-197.027740462907
"CP-HI07_HU",-32.9533639649953
"CP-HI07_IE",-52.4212660497141
"CP-HI07_IT",-32.3062758571274
"CP-HI07_LT",-160.918804631576
"CP-HI07_LU",-200.081287783221
"CP-HI07_LV",-161.594128052335
"CP-HI07_MT",-2.26490658484423
"CP-HI07_NL",-39.3780927742254
"CP-HI07_PL",-115.337114934801
"CP-HI07_PT",-54.5849075192054
"CP-HI07_RO",-174.562784519475
"CP-HI07_SE",-15.7764392875029
"CP-HI07_SI",-187.175446212803
"CP-HI07_SK",-58.3837632088178
"CP-HI08_AT",82.4114716757723
"CP-HI08_BE",-10.1186990469236
"CP-HI08_BG",31.1679272253744
"CP-HI08_CY",19.1617509649725
"CP-HI08_CZ",35.9490806867407
"CP-HI08_DE",-18.123141946762
"CP-HI08_DK",40.8680676735359
"CP-HI08_EE",94.2108348423958
"CP-HI08_EL",-59.0326548888985
"CP-HI08_ES",15.6702631948021
"CP-HI08_FI",14.6969727209977
"CP-HI08_FR",58.634533223775
"CP-HI08_HR",2.46972187936435
"CP-HI08_HU",208.08332887587
"CP-HI08_IE",34.1818677127572
"CP-HI08_IT",48.5475562969793
"CP-HI08_LT",-19.0933491656501
"CP-HI08_LU",56.1744163164013
"CP-HI08_LV",10.4746834052506
"CP-HI08_MT",152.305424261792
"CP-HI08_NL",2.16076250823962
"CP-HI08_PL",40.9188134725823
"CP-HI08_PT",-6.93616924547216
"CP-HI08_RO",-95.5489610280783
"CP-HI08_SE",6.24352806470919
"CP-HI08_SI",66.5625076829715
"CP-HI08_SK",-42.872644069234
"CP-HI09_AT",3.65604453122489
"CP-HI09_BE",11.3505787057011
"CP-HI09_BG",10.7869644136834
"CP-HI09_CY",2.68473197317135
"CP-HI09_CZ",7.79731966275883
"CP-HI09_DE",24.1256307782966
"CP-HI09_DK",13.2235960134071
"CP-HI09_EE",13.6152342801888
"CP-HI09_EL",5.29383814941805
"CP-HI09_ES",14.3916855188208
"CP-HI09_FI",13.0488662217805
"CP-HI09_FR",16.1463165857613
"CP-HI09_HR",-12.3679723691336
"CP-HI09_HU",16.5201259261023
"CP-HI09_IE",10.579102879861
"CP-HI09_IT",39.7156350809431
"CP-HI09_LT",12.7564527768984
"CP-HI09_LU",5.02584966986515
"CP-HI09_LV",18.1290246157944
"CP-HI09_MT",9.60630232747471
"CP-HI09_NL",8.04350571465668
"CP-HI09_PL",8.44437297965927
"CP-HI09_PT",12.482316437321
"CP-HI09_RO",18.9549776828106
"CP-HI09_SE",25.7238658177516
"CP-HI09_SI",23.0342325029224
"CP-HI09_SK",11.5006085908819
"CP-HI10_AT",0.609702006444897
"CP-HI10_BE",6.51898843464481
"CP-HI10_BG",4.41506060045661
"CP-HI10_CY",-6.07477739721479
"CP-HI10_CZ",7.11943288683056
"CP-HI10_DE",-8.08553687276373
"CP-HI10_DK",-3.39568831293819
"CP-HI10_EE",-144.07180155726
"CP-HI10_EL",-116.765822624039
"CP-HI10_ES",-2.1863305028423
"CP-HI10_FI",-11.5145432543236
"CP-HI10_FR",-0.397309492486022
"CP-HI10_HR",-16.2669733522733
"CP-HI10_HU",-8.39743025771247
"CP-HI10_IE",-25.584709231357
"CP-HI10_IT",145.813471696762
"CP-HI10_LT",-2.81951541197965
"CP-HI10_LU",-1.69249076549268
"CP-HI10_LV",36.5531817496763
"CP-HI10_MT",-10.2308839132984
"CP-HI10_NL",400.781207131052
"CP-HI10_PL",8.31550762504151
"CP-HI10_PT",4.28787624802217
"CP-HI10_RO",3.92888875509954
"CP-HI10_SE",-52.2519259468889
"CP-HI10_SI",-6.67663975310286
"CP-HI10_SK",1.28575333162958
"CP-HI11_AT",6.93949230576843
"CP-HI11_BE",7.94924788552074
"CP-HI11_BG",3.05883031291309
"CP-HI11_CY",-7.00837669428189
"CP-HI11_CZ",-2.43386274997919
"CP-HI11_DE",6.89336646418448
"CP-HI11_DK",16.368269827637
"CP-HI11_EE",-0.803207617405379
"CP-HI11_EL",10.807086533281
"CP-HI11_ES",4.41438148567417
"CP-HI11_FI",7.13498878439604
"CP-HI11_FR",-1.56470583272698
"CP-HI11_HR",6.87999437015221
"CP-HI11_HU",16.371524535396
"CP-HI11_IE",4.82574772933961
"CP-HI11_IT",12.5602204249314
"CP-HI11_LT",9.23968758026384
"CP-HI11_LU",-7.32001488422623
"CP-HI11_LV",14.5462833802952
"CP-HI11_MT",9.30851669005182
"CP-HI11_NL",9.99242857875452
"CP-HI11_PL",5.63180144797753
"CP-HI11_PT",20.5626396894699
"CP-HI11_RO",-0.750285585918794
"CP-HI11_SE",0.21948794938359
"CP-HI11_SI",7.35404924296451
"CP-HI11_SK",6.47630282507593
"CP-HI12_AT",11.3499781837402
"CP-HI12_BE",8.47098648105563
"CP-HI12_BG",-0.910644176610411
"CP-HI12_CY",13.2486290503907
"CP-HI12_CZ",9.78102500001653
"CP-HI12_DE",4.67809174554739
"CP-HI12_DK",12.9606695856533
"CP-HI12_EE",13.9122524748503
"CP-HI12_EL",23.8067732060498
"CP-HI12_ES",4.97549424510887
"CP-HI12_FI",150.119017088654
"CP-HI12_FR",0.599483489864902
"CP-HI12_HR",34.1302766613635
"CP-HI12_HU",16.5230789026315
"CP-HI12_IE",9.6661797956429
"CP-HI12_IT",7.82887006481747
"CP-HI12_LT",6.45799985879928
"CP-HI12_LU",-10.3374284176767
"CP-HI12_LV",11.4343309979792
"CP-HI12_MT",9.06078347520962
"CP-HI12_NL",4.61765201486371
"CP-HI12_PL",24.837220307037
"CP-HI12_PT",5.93131846701334
"CP-HI12_RO",11.2696068526194
"CP-HI12_SE",-9.32776523793937
"CP-HI12_SI",12.9372891764923
"CP-HI12_SK",17.0446041488639
