"","loadingscomp1lag2"
"CP-HI04_FI",10.3857458354247
"CP-HI04_FR",-4.00160485627147
"CP-HI04_HR",-211.376387129771
"CP-HI04_HU",-176.210589775899
"CP-HI04_IE",-54.3034848933153
"CP-HI04_IT",-148.195732032233
"CP-HI04_LT",-170.839253280046
"CP-HI04_LU",-71.1183822975963
"CP-HI04_LV",-132.937356958268
"CP-HI04_MT",-166.674566344301
"CP-HI04_NL",-41.9218874650296
"CP-HI04_PL",-115.839035211927
"CP-HI04_PT",-79.3677055638159
"CP-HI04_RO",-73.3915494724919
"CP-HI04_SE",9.08480552661032
"CP-HI04_SI",-104.511825088827
"CP-HI04_SK",-170.017684030332
"CP-HI05_AT",-5.53044998397313
"CP-HI05_BE",-3.52161489969852
"CP-HI05_BG",-188.599626207054
"CP-HI05_CY",-8.24957177135498
"CP-HI05_CZ",-117.319455829007
"CP-HI05_DE",-116.031834505689
"CP-HI05_DK",-324.762575731884
"CP-HI05_EE",-4.88192061901706
"CP-HI05_EL",-9.04041590362542
"CP-HI05_ES",-6.6850797994066
"CP-HI05_FI",-10.2333689412254
"CP-HI05_FR",-6.59072240025487
"CP-HI05_HR",-191.999425921685
"CP-HI05_HU",-145.787257258075
"CP-HI05_IE",-2.72438878085258
"CP-HI05_IT",-5.85001506287574
"CP-HI05_LT",-4.03821863199542
"CP-HI05_LU",-3.46053244765107
"CP-HI05_LV",-5.06464258823364
"CP-HI05_MT",-6.36493924936167
"CP-HI05_NL",-4.94577728571599
"CP-HI05_PL",-150.880715229823
"CP-HI05_PT",-230.293015463034
"CP-HI05_RO",-97.5123844193831
"CP-HI05_SE",-6.56266576934854
"CP-HI05_SI",-213.770122414591
"CP-HI05_SK",-125.230533979733
"CP-HI06_AT",-0.845614738261438
"CP-HI06_BE",-0.888735855238945
"CP-HI06_BG",-203.674861797562
"CP-HI06_CY",32.0432094033812
"CP-HI06_CZ",-85.9673299457617
"CP-HI06_DE",-1.36276058608321
"CP-HI06_DK",-2.09880819743972
"CP-HI06_EE",-2.25883896416511
"CP-HI06_EL",-238.607110945095
"CP-HI06_ES",-9.07334062868876
"CP-HI06_FI",1.26618848357074
"CP-HI06_FR",-2.11943137232052
"CP-HI06_HR",77.6023401022535
"CP-HI06_HU",-1.38796705141455
"CP-HI06_IE",90.8234060318579
"CP-HI06_IT",-1.39095377661488
"CP-HI06_LT",-18.9771091734636
"CP-HI06_LU",-99.7908451288387
"CP-HI06_LV",-1.5437219192429
"CP-HI06_MT",54.0169743635239
"CP-HI06_NL",-0.419554343153067
"CP-HI06_PL",-45.5486349877595
"CP-HI06_PT",59.3132455326137
"CP-HI06_RO",-89.9291915455597
"CP-HI06_SE",-5.32228458118511
"CP-HI06_SI",-91.5364797889133
"CP-HI06_SK",-44.1113479624785
"CP-HI07_AT",-138.501267166492
"CP-HI07_BE",-60.195957848176
"CP-HI07_BG",-5.36220270795159
"CP-HI07_CY",-0.413436020700209
"CP-HI07_CZ",-97.9361545479865
"CP-HI07_DE",-70.3469029837349
"CP-HI07_DK",-4.55857527753484
"CP-HI07_EE",-7.21569365946743
"CP-HI07_EL",-3.53244412515575
"CP-HI07_ES",-131.079936158525
"CP-HI07_FI",-4.98101071143663
"CP-HI07_FR",-3.31339173894828
"CP-HI07_HR",-220.413747955038
"CP-HI07_HU",-160.83803299193
"CP-HI07_IE",-2.83223602696531
"CP-HI07_IT",-4.37290221887526
"CP-HI07_LT",-151.884453173582
"CP-HI07_LU",-123.87096625736
"CP-HI07_LV",-123.131628231641
"CP-HI07_MT",-3.57395582356101
"CP-HI07_NL",-1.51054478240559
"CP-HI07_PL",-168.040336955532
"CP-HI07_PT",-3.46205708377897
"CP-HI07_RO",-115.687094671502
"CP-HI07_SE",-2.60005692825195
"CP-HI07_SI",-265.998300906907
"CP-HI07_SK",-5.09029623270483
"CP-HI08_AT",-13.5497919821909
"CP-HI08_BE",1.17191131041598
"CP-HI08_BG",-302.375377201266
"CP-HI08_CY",-95.0157825873728
"CP-HI08_CZ",-250.863464277402
"CP-HI08_DE",-221.586973968875
"CP-HI08_DK",-285.18138548962
"CP-HI08_EE",-194.42775136681
"CP-HI08_EL",326.699653279288
"CP-HI08_ES",5.64626755431486
"CP-HI08_FI",-323.863517182363
"CP-HI08_FR",-103.270300974408
"CP-HI08_HR",-288.622673738621
"CP-HI08_HU",-309.320014386306
"CP-HI08_IE",-189.821254195407
"CP-HI08_IT",-138.556601481251
"CP-HI08_LT",-333.077257862048
"CP-HI08_LU",-176.358265125308
"CP-HI08_LV",61.9120033111395
"CP-HI08_MT",-57.4261556876964
"CP-HI08_NL",0.9173876851275
"CP-HI08_PL",-111.905812992532
"CP-HI08_PT",-1.03988695868215
"CP-HI08_RO",30.8987639238802
"CP-HI08_SE",-213.764232531083
"CP-HI08_SI",263.764362200834
"CP-HI08_SK",-105.265814417843
"CP-HI09_AT",-1.59046226200822
"CP-HI09_BE",-1.98677530555969
"CP-HI09_BG",-5.06050565198097
"CP-HI09_CY",-2.06965773827617
"CP-HI09_CZ",-3.58675647906161
"CP-HI09_DE",7.19508891222231
"CP-HI09_DK",-0.445772353819411
"CP-HI09_EE",-51.6320897903261
"CP-HI09_EL",-0.735488597648606
"CP-HI09_ES",-2.95440120125061
"CP-HI09_FI",-3.10820443488681
"CP-HI09_FR",-0.198342882593011
"CP-HI09_HR",-5.32479513036298
"CP-HI09_HU",-4.02634659998237
"CP-HI09_IE",-295.808039883511
"CP-HI09_IT",-3.33343601669865
"CP-HI09_LT",-4.17375027382283
"CP-HI09_LU",1.89197157362496
"CP-HI09_LV",-2.49133933420762
"CP-HI09_MT",-6.36848141039763
"CP-HI09_NL",-4.78086099067003
"CP-HI09_PL",-5.86806839077204
"CP-HI09_PT",-7.63494236190146
"CP-HI09_RO",-142.648690655549
"CP-HI09_SE",1.7308570413232
"CP-HI09_SI",-4.68489687790307
"CP-HI09_SK",-3.84866036700338
"CP-HI10_AT",-1.71872298144879
"CP-HI10_BE",1.42152304017665
"CP-HI10_BG",-2.02299982478375
"CP-HI10_CY",-3.48218455680487
"CP-HI10_CZ",-2.8521047052968
"CP-HI10_DE",-6.32262382639907
"CP-HI10_DK",0.807255941747014
"CP-HI10_EE",-292.586257533622
"CP-HI10_EL",-346.687448283562
"CP-HI10_ES",-0.323333670862387
"CP-HI10_FI",-0.765978248028941
"CP-HI10_FR",-0.755196517476606
"CP-HI10_HR",-2.35823287415004
"CP-HI10_HU",-31.0128139780823
"CP-HI10_IE",6.46730261334396
"CP-HI10_IT",-179.77758385601
"CP-HI10_LT",-1.07916493343738
"CP-HI10_LU",1.13528525039392
"CP-HI10_LV",-4.46944183251029
"CP-HI10_MT",-2.58031302232631
"CP-HI10_NL",-122.165454968823
"CP-HI10_PL",-3.18803630883773
"CP-HI10_PT",-2.8109091913077
"CP-HI10_RO",-1.23512485829873
"CP-HI10_SE",166.53428951232
"CP-HI10_SI",0.472747741215599
"CP-HI10_SK",-2.30995513379358
"CP-HI11_AT",-1.78546358946983
"CP-HI11_BE",-0.85178480417614
"CP-HI11_BG",-1.1226343238028
"CP-HI11_CY",-4.71613673013579
"CP-HI11_CZ",-76.8079271476381
"CP-HI11_DE",-2.32222526875264
"CP-HI11_DK",1.59487104439817
"CP-HI11_EE",-4.42868913575106
"CP-HI11_EL",0.575151023208538
"CP-HI11_ES",-1.22585617399812
"CP-HI11_FI",-2.75013641016298
"CP-HI11_FR",-0.789700653147879
"CP-HI11_HR",-1.78061439171164
"CP-HI11_HU",-3.38594685513467
"CP-HI11_IE",-0.365744011787031
"CP-HI11_IT",-2.14203166688644
"CP-HI11_LT",-2.60821076525643
"CP-HI11_LU",0.167858362793169
"CP-HI11_LV",-4.34367916388637
"CP-HI11_MT",3.12210274226831
"CP-HI11_NL",2.38200794066621
"CP-HI11_PL",-3.09939303481044
"CP-HI11_PT",0.835692047724772
"CP-HI11_RO",-77.2230390160507
"CP-HI11_SE",-2.3446878528136
"CP-HI11_SI",-2.73928709743607
"CP-HI11_SK",-74.2629687701599
"CP-HI12_AT",-2.07874754795227
"CP-HI12_BE",-2.09105222179457
"CP-HI12_BG",-61.2029244287611
"CP-HI12_CY",-6.68147403874922
"CP-HI12_CZ",-3.24321162761538
"CP-HI12_DE",-19.7178600777644
"CP-HI12_DK",-2.33805134467078
"CP-HI12_EE",-4.68459413357164
"CP-HI12_EL",-5.22326156456132
"CP-HI12_ES",-1.36192282832399
"CP-HI12_FI",-43.7337747590384
"CP-HI12_FR",-1.45735549489701
"CP-HI12_HR",-141.666192982356
"CP-HI12_HU",-72.1288838075009
"CP-HI12_IE",0.528430384696255
"CP-HI12_IT",-0.620838270621944
"CP-HI12_LT",-3.3041957194313
"CP-HI12_LU",0.460129533344555
"CP-HI12_LV",-4.73608853787122
"CP-HI12_MT",17.3113718167149
"CP-HI12_NL",-1.01032758144898
"CP-HI12_PL",-44.0360532076136
"CP-HI12_PT",-0.740176905082735
"CP-HI12_RO",-70.1435393383147
"CP-HI12_SE",13.4481732653663
"CP-HI12_SI",-18.1766376560897
"CP-HI12_SK",-44.5287630681484
