"","loadingscomp2lag0"
"CP-HI06_SE",-5.41911391966825
"CP-HI06_SI",-6.47127840668018
"CP-HI06_SK",1.8363904269391
"CP-HI07_AT",61.7213937855416
"CP-HI07_BE",57.1322298102662
"CP-HI07_BG",32.0720862723481
"CP-HI07_CY",30.2852110523854
"CP-HI07_CZ",71.8334853857208
"CP-HI07_DE",42.1583849463027
"CP-HI07_DK",18.8020479507295
"CP-HI07_EE",26.2510827195835
"CP-HI07_EL",25.9769339815235
"CP-HI07_ES",125.179579910636
"CP-HI07_FI",28.4457744850783
"CP-HI07_FR",16.4508712989371
"CP-HI07_HR",100.888929112606
"CP-HI07_HU",16.6519053391693
"CP-HI07_IE",27.181325413938
"CP-HI07_IT",16.7537148557919
"CP-HI07_LT",83.5513729708052
"CP-HI07_LU",104.972240220081
"CP-HI07_LV",85.3877187198919
"CP-HI07_MT",1.57386310976621
"CP-HI07_NL",20.2278653516626
"CP-HI07_PL",59.3032141990946
"CP-HI07_PT",28.1720845676064
"CP-HI07_RO",90.75476580299
"CP-HI07_SE",8.17544933621084
"CP-HI07_SI",99.0242476820987
"CP-HI07_SK",30.1553524461737
"CP-HI08_AT",-38.1516312821565
"CP-HI08_BE",5.15882195104635
"CP-HI08_BG",-17.4333104841778
"CP-HI08_CY",-10.8470627945438
"CP-HI08_CZ",-16.5392271996284
"CP-HI08_DE",9.66176433749616
"CP-HI08_DK",-23.4590844467602
"CP-HI08_EE",-48.3209018480503
"CP-HI08_EL",33.0462699752768
"CP-HI08_ES",-7.97973341085619
"CP-HI08_FI",-10.6013697463303
"CP-HI08_FR",-30.7597082502852
"CP-HI08_HR",-8.83741067084678
"CP-HI08_HU",-110.173600007664
"CP-HI08_IE",-10.0656316400481
"CP-HI08_IT",-22.4582752904194
"CP-HI08_LT",5.94229337474068
"CP-HI08_LU",-26.4667023272007
"CP-HI08_LV",-3.92188323012778
"CP-HI08_MT",-76.8027734121746
"CP-HI08_NL",-1.18323051649913
"CP-HI08_PL",-23.5609851498906
"CP-HI08_PT",3.68875168467858
"CP-HI08_RO",43.2896654139444
"CP-HI08_SE",-4.17715575714162
"CP-HI08_SI",-31.8214990790938
"CP-HI08_SK",19.3441890996752
"CP-HI09_AT",-1.91187850886885
"CP-HI09_BE",-5.71405578268462
"CP-HI09_BG",-5.34525969106887
"CP-HI09_CY",-1.27012430591446
"CP-HI09_CZ",-3.77789783522191
"CP-HI09_DE",-12.1002695201417
"CP-HI09_DK",-6.63189008989153
"CP-HI09_EE",-7.47556951756577
"CP-HI09_EL",-2.58762194622438
"CP-HI09_ES",-7.33155487149978
"CP-HI09_FI",-6.62925249924162
"CP-HI09_FR",-8.09393077520154
"CP-HI09_HR",6.50499205680881
"CP-HI09_HU",-8.25364951856747
"CP-HI09_IE",-11.7297332937041
"CP-HI09_IT",-20.2055960558065
"CP-HI09_LT",-6.27953334398311
"CP-HI09_LU",-2.70919397790352
"CP-HI09_LV",-9.21367351985559
"CP-HI09_MT",-4.69633234051227
"CP-HI09_NL",-4.09748308183091
"CP-HI09_PL",-4.12107724593711
"CP-HI09_PT",-5.72051419733995
"CP-HI09_RO",-12.9001705067365
"CP-HI09_SE",-13.2803638441511
"CP-HI09_SI",-11.6308741582089
"CP-HI09_SK",-5.68221922579296
"CP-HI10_AT",-0.329807084690175
"CP-HI10_BE",-3.20864876909594
"CP-HI10_BG",-2.15408273275931
"CP-HI10_CY",3.21264552968918
"CP-HI10_CZ",-3.57580548466422
"CP-HI10_DE",4.39605935242567
"CP-HI10_DK",1.67003023149933
"CP-HI10_EE",68.173414922783
"CP-HI10_EL",54.7709969026047
"CP-HI10_ES",1.1414388432548
"CP-HI10_FI",5.87138274703993
"CP-HI10_FR",0.216590940367765
"CP-HI10_HR",8.18672202831194
"CP-HI10_HU",2.95620964779397
"CP-HI10_IE",12.8078312281729
"CP-HI10_IT",-75.7604237384413
"CP-HI10_LT",1.4349815106484
"CP-HI10_LU",0.799633716011274
"CP-HI10_LV",-18.4637163758561
"CP-HI10_MT",5.2172077386411
"CP-HI10_NL",-202.196997970707
"CP-HI10_PL",-4.15046145381008
"CP-HI10_PT",-1.88568142640354
"CP-HI10_RO",-2.03526528985109
"CP-HI10_SE",27.9150694197433
"CP-HI10_SI",3.19383832898794
"CP-HI10_SK",-0.85514343562894
"CP-HI11_AT",-3.46465913475619
"CP-HI11_BE",-4.08774258276166
"CP-HI11_BG",-1.43582753268021
"CP-HI11_CY",3.96518167444688
"CP-HI11_CZ",2.0932558605777
"CP-HI11_DE",-3.37031725912017
"CP-HI11_DK",-8.21103480299402
"CP-HI11_EE",0.791818226767746
"CP-HI11_EL",-4.99780613756636
"CP-HI11_ES",-1.99243216664153
"CP-HI11_FI",-3.4809208071508
"CP-HI11_FR",0.834016178669872
"CP-HI11_HR",-3.37816749209383
"CP-HI11_HU",-8.22276984493626
"CP-HI11_IE",-2.40277094920367
"CP-HI11_IT",-6.23018246828514
"CP-HI11_LT",-4.51594128949688
"CP-HI11_LU",3.80833060831648
"CP-HI11_LV",-7.12279278779495
"CP-HI11_MT",-4.7355151821899
"CP-HI11_NL",-5.0430816530928
"CP-HI11_PL",-2.74174180656951
"CP-HI11_PT",-10.2776573867788
"CP-HI11_RO",-0.485144600567842
"CP-HI11_SE",0.0713452124051605
"CP-HI11_SI",-3.57119895503484
"CP-HI11_SK",-2.56590669905558
"CP-HI12_AT",-5.77654967756069
"CP-HI12_BE",-4.26701664527816
"CP-HI12_BG",-1.1011129097325
"CP-HI12_CY",-6.50833033513256
"CP-HI12_CZ",-4.79783465715756
"CP-HI12_DE",-3.99280163212878
"CP-HI12_DK",-6.56667833885193
"CP-HI12_EE",-6.80523876676499
"CP-HI12_EL",-11.7729152773155
"CP-HI12_ES",-2.48795341899343
"CP-HI12_FI",-75.8775533974125
"CP-HI12_FR",-0.235174467529782
"CP-HI12_HR",-17.0793697255148
"CP-HI12_HU",-9.34965999406424
"CP-HI12_IE",-4.68553862016159
"CP-HI12_IT",-3.98151545529963
"CP-HI12_LT",-3.1069321183395
"CP-HI12_LU",5.30598810345545
"CP-HI12_LV",-5.4899608235215
"CP-HI12_MT",-4.38651013334561
"CP-HI12_NL",-2.37932777308804
"CP-HI12_PL",-14.4291329715579
"CP-HI12_PT",-2.86660734148557
"CP-HI12_RO",-6.92896074561745
"CP-HI12_SE",5.20750010434034
"CP-HI12_SI",-7.1229643165629
"CP-HI12_SK",-8.99224195170014
